"Key","Publication Year","Author","Title","Series","Manual Tags"
"BK9MLHSS","2018","Boukhelifa, Nadia; Bryant, Mike; Bulatović, Nataša; Čukić, Ivan; Fekete, Jean-Daniel; Knežević, Milica; Lehmann, Jörg; Stuart, David; Thiel, Carsten","The CENDARI infrastructure","JOCCH","History; research"
"9RBTC9MI","2018","Setty, Shankar; Mudenagudi, Uma","Region of interest-based 3D inpainting of cultural heritage artifacts","JOCCH","3D inpainting; cultural heritage artifacts; geometric features; point cloud data; region of interest; Riemannian manifolds"
"N7PEBPUQ","2018","Volioti, Christina; Manitsaris, Sotiris; Hemery, Edgar; Hadjidimitriou, Stelios; Charisis, Vasileios; Hadjileontiadis, Leontios; Katsouli, Eleni; Moutarde, Fabien; Manitsaris, Athanasios","A natural user interface for gestural expression and emotional elicitation to access the musical intangible cultural heritage","JOCCH","evaluation; emotional status; Gesture recognition; sonification"
"VTNNR4K8","2018","Ibrahim, Nazrita; Ali, Nazlena Mohamad","A conceptual framework for designing virtual heritage environment for cultural learning","JOCCH","cultural learning; virtual environment design; Virtual heritage"
"X5DJG6UU","2018","Chantas, Giannis; Karavarsamis, Sotiris; Nikolopoulos, Spiros; Kompatsiaris, Ioannis","A probabilistic, ontological framework for safeguarding the intangible cultural heritage","JOCCH","Intangible cultural heritage; multi-entity bayesian networks; multimodal semantic analysis"
"EA9X9D5K","2018","Khamjane, Aziz; Benslimane, Rachid","Generating islamic quasi-periodic patterns: A new method","JOCCH","geometric art; Islamic art; penrose tiling; quasi-periodic patterns; quasi-periodic tiling; rosette; star"
"N7FSZ6F3","2018","Chenot, Jean-Hugues; Laborelli, Louis; Noiré, Jean-Étienne","Saphir: Optical playback of damaged and delaminated analogue audio disc records","JOCCH","ICT assistance in monitoring and restoration; Analogue artefact capture; Analogue audio disc playback; Audio records scanning; Damaged audio disc signal recovery; Intelligent tools for digital reconstruction; Optical measurement; Representation and manipulation; Rheinberg illumination"
"DVB2TPXL","2018","Harris, Martyn; Levene, Mark; Zhang, Dell; Levene, Dan","Finding parallel passages in cultural heritage archives","JOCCH","information retrieval; Digital archives; statistical language models; suffix trees"
"YUZ722ET","2018","Ress, S.; Cafaro, F.; Bora, D.; Prasad, D.; Soundarajan, D.","Mapping history: Orienting museum visitors across time and space","JOCCH","collaborative design; museums; historic interpretation; interactive maps; Public history"
"27YRC7J8","2018","Milotta, Filippo L. M.; Stanco, Filippo; Tanasi, Davide; Gueli, Anna M.","Munsell color specification using ARCA (automatic recognition of color for archaeology)","JOCCH","color space conversion; color specification; Color standardization; digital archaeology; Munsell"
"QY3BA826","2018","Wang, Zeyu; Shi, Weiqi; Akoglu, Kiraz; Kotoula, Eleni; Yang, Ying; Rushmeier, Holly","CHER-Ob: A tool for shared analysis and video dissemination","JOCCH","Cultural heritage; video generator"
"K5ZK23LF","2018","Díaz, Paloma; Bellucci, Andrea; Yuan, Chien-Wen; Aedo, Ignacio","Augmented experiences in cultural spaces through social participation","JOCCH","ICT technologies in support of creating new cultural experiences or digital artefacts; Interactive technologies; participatory museum; virtual and augmented reality technologies for virtual and digital museums"
"5YDY9X54","2018","Can, Gülcan; Odobez, Jean-Marc; Gatica-Perez, Daniel","How to tell ancient signs apart? Recognizing and visualizing maya glyphs with CNNs","JOCCH","crowdsourcing; transfer learning; shape recognition; convolutional neural networks; Maya glyphs"
"MBFRS7VW","2018","Gomes, Leonardo; Silva, Luciano; Bellon, Olga Regina Pereira","Exploring RGB-D cameras for 3D reconstruction of cultural heritage: A new approach applied to brazilian baroque sculptures","JOCCH","cultural heritage; 3D reconstruction; global registration"
"9YDYCNQV","2018","Wilczek, Josef; Monna, Fabrice; Jébrane, Ahmed; Chazal, Catherine Labruère; Navarro, Nicolas; Couette, Sébastien; Smith, Carmela Chateau","Computer-assisted orientation and drawing of archaeological pottery","JOCCH","Archaeology; documentation; 3D reconstruction; (semi-)automatic pottery orientation; pottery illustration"
"XP54UZM2","2019","Franzini, Greta; Terras, Melissa; Mahony, Simon","Digital editions of text: Surveying user requirements in the digital humanities","JOCCH","survey; evaluation; digital humanities; user studies; Digital edition; text"
"YIH66V8X","2019","Pujol-Tost, Laia","Did we just travel to the past? Building and evaluating with cultural presence different modes of VR-Mediated experiences in virtual archaeology","JOCCH","evaluation; Cultural Presence; Virtual Archaeology; VR-mediated experiences"
"KQFNR49P","2019","Gil-Fuentetaja, Ion; Economou, Maria","Communicating museum collections information online: Analysis of the philosophy of communication extending the constructivist approach","JOCCH","communication philosophy; communication strategy; constructivism; museum digital collections; Museum online catalogues"
"UBV9BCB2","2019","Raptis, George E.; Fidas, Christos; Avouris, Nikolaos","Do game designers’ decisions related to visual activities affect knowledge acquisition in cultural heritage games? An evaluation from a human cognitive processing perspective","JOCCH","cultural heritage gaming; Individual cognitive differences; visual behavior"
"WS9B8RPC","2019","Galani, Areti; Kidd, Jenny","Evaluating digital cultural heritage ‘In the wild’: The case for reflexivity","JOCCH","multimedia systems; ICT technologies in support of creating new cultural experiences or digital artefacts; On-site and remotely sensed data collection; storytelling and other forms of communication; web-based and mobile technologies for CH"
"BES6CD3Q","2019","Jones, Catherine Emma (Kate); Theodosis, Stathis; Lykourentzou, Ioanna","The enthusiast, the interested, the sceptic, and the cynic: Understanding user experience and perceived value in location-based cultural heritage games through qualitative and sentiment analysis","JOCCH","user evaluation; crowdsourcing; cultural heritage; sentiment analysis; cultural informatics; geolocated technology; Location-based games; reflection; serendipitous exploration; smart cities; urban computing; urban discovery"
"UKLDXT4P","2019","Damala, Areti; Ruthven, Ian; Hornecker, Eva","The MUSETECH model: A comprehensive evaluation framework for museum technology","JOCCH","evaluation; usability; cultural heritage; user experience; interaction design; digital heritage; interactivity; Museums"
"3JPULCYR","2019","Grifoni, Emanuela; Campanella, Beatrice; Legnaioli, Stefano; Lorenzetti, Giulia; Marras, Luciano; Pagnotta, Stefano; Palleschi, Vincenzo; Poggialini, Francesco; Salerno, Emanuele; Tonazzini, Anna","A new infrared true-color approach for visible-infrared multispectral image analysis","JOCCH","gradient transfer; image fusion; Infrared true-color imaging; Multispectral imaging; total variation"
"M9CZ8Z98","2019","Rolin, Raphael; Antaluca, Eduard; Batoz, Jean-Louis; Lamarque, Fabien; Lejeune, Mathieu","From point cloud data to structural analysis through a geometrical HBIM-Oriented model","JOCCH","cultural heritage; point clouds; building information modeling; finite element structural analysis; geometrical modeling; Historical buildings; terrestrial laser scanning"
"Q9VVNSE2","2019","Lee, Yong Yi; Lee, Jong Hun; Ahmed, Bilal; Son, Moon Gu; Lee, Kwan H.","A new projection-based exhibition system for a museum","JOCCH","digital museum; spatial augmented reality; digital cultural heritage; projection mapping; Projection-based exhibition"
"AEAPCEZD","2019","Ragusa, Francesco; Furnari, Antonino; Battiato, Sebastiano; Signorello, Giovanni; Farinella, Giovanni Maria","Egocentric visitors localization in cultural sites","JOCCH","Egocentric vision; first-person vision; temporal video segmentation"
"YXKWTEVT","2019","Stepputat, Kendra; Kienreich, Wolfgang; Dick, Christopher S.","Digital methods in intangible cultural heritage research: A case study in tango argentino","JOCCH","dance; social network; music; motion capture; choreomusicology; cosmopolitanism; scene formation; Tango argentino"
"A46HG79G","2019","Pinilla-Buitrago, Laura Alejandra; Carrasco-Ochoa, Jesús Ariel; Martínez-Trinidad, José Fco; Román-Rangel, Edgar","Improved hieroglyph representation for image retrieval","JOCCH","content-based image retrieval; hieroglyph representation; Hieroglyphs; local shape descriptor"
"TIK7IHAR","2019","Crespel, Thomas; Travis, Adrian; Reuter, Patrick; Granier, Xavier","Wedge cameras for minimally invasive archaeology","JOCCH","digital preservation; cultural heritage; Camera; constrained environment; minimally invasive; optical device"
"FGY87SH6","2019","Sapirstein, Philip","Segmentation, reconstruction, and visualization of ancient inscriptions in 2.5D","JOCCH","representation and manipulation; 3D digital artefact capture; digital epigraphy; enhanced 2D media for CH; reconstruction of damaged surfaces"
"FA3QBSSV","2019","Marais, Patrick; Dellepiane, Matteo; Cignoni, Paolo; Scopigno, Roberto","Semi-automated cleaning of laser scanning campaigns with machine learning","JOCCH","machine learning; cleaning; point clouds; laser scan; full dome scan; Heritage data"
"457TKVL9","2019","Wang, Huan; Li, Qingquan; Zou, Qin","Inpainting of dunhuang murals by sparsely modeling the texture similarity and structure continuity","JOCCH","image inpainting; Line drawings; painting art; sparse representation"
"SY5C6RNL","2019","Not, Elena; Cavada, Dario; Maule, Stefano; Pisetti, Anna; Venturini, Adriano","Digital augmentation of historical objects through tangible interaction","JOCCH","internet of things; Digitally augmented objects; museum experience; tangible and embodied interaction"
"8QD3KXIS","2019","Flores, Fernando Castillo; Ugalde, Francisco García; Díaz, José Luis punzo; Navarro, Jesús Zarco; Gastelum-strozzi, Alfonso; Angeles, María Del pilar; Miyatake, Mariko Nakano","Computer algorithm for archaeological projectile points automatic classification","JOCCH","pattern recognition; computer vision; image analysis; automatic classification; CSS-map; lithic technology; Projectile points"
"T4RREASW","2019","Wang, Haiyan; He, Zhongshi; Chen, Dingding; Huang, Yongwen; He, Yiman","Virtual inpainting for dazu rock carvings based on a sample dataset","JOCCH","Dazu Rock Carvings; Exemplar-based inpainting; image melding; sample image creation; search space extension"
"RAWMTYRW","2019","Lee, Woosik; Lee, Dong-hoon","Cultural heritage and the intelligent internet of things","JOCCH","deep learning; big data analytics; artificial intelligence; deterioration processes; Intelligent internet of cultural things; IoT analytics; streaming data"
"F5KW52QK","2019","Münster, Sander","Digital heritage as a scholarly Field—Topics, researchers, and perspectives from a bibliometric point of view","JOCCH","survey; topics; Digital Heritage; scholarly field"
"VDPVC4EE","2020","Kramer, Madison; Akleman, Ergun","A procedural approach to creating american second empire houses","JOCCH","3D printing; Digital heritage; Second Empire houses"
"76IGLR5Z","2020","Grobe, Lars Oliver; Noback, Andreas; Lang, Franziska","Data-driven modelling of daylight scattering by roman window glass","JOCCH","daylight; daylight simulation; light scattering; Roman architecture; Roman window glass"
"8D9ZWQJS","2020","Nofal, Eslam; Panagiotidou, Georgia; Reffat, Rabee M.; Hameeuw, Hendrik; Boschloos, Vanessa; Moere, Andrew Vande","Situated tangible gamification of heritage for supporting collaborative learning of young museum visitors","JOCCH","collaboration; human-computer interaction; museum studies; cultural learning; gamification; heritage communication; tangible gamification; Tangible interaction"
"V4M9HWLV","2020","Konstantakis, Markos; Caridakis, George","Adding culture to UX: UX research methodologies and applications in cultural heritage","JOCCH","survey; evaluation; usability; cultural heritage; human-computer interaction; User experience; cultural user experience; methodologies; user analysis; user research"
"WGF3IF33","2020","Zhao, Zhenjie; Ma, Xiaojuan","ShadowPlay2.5D: A 360-Degree video authoring tool for immersive appreciation of classical chinese poetry","JOCCH","education; virtual reality; storytelling; 2.5D animation; 360-degree video; authoring tool; Classical Chinese poetry; image-based modeling; pen-based interface"
"9EBZLL2N","2020","Echavarria, Karina Rodriguez; Samaroudi, Myrsini; Weyrich, Tim","Fracturing artefacts into 3D printable puzzles to enhance audience engagement with heritage collections","JOCCH","Cultural heritage; 3D printing; educational puzzles; gallery design; hands-on activities"
"FDXRMDZV","2020","Ch’ng, Eugene; Li, Yue; Cai, Shengdan; Leow, Fui-Theng","The effects of VR environments on the acceptance, experience, and expectations of cultural heritage learning","JOCCH","virtual reality; virtual heritage; Digital heritage; digital technology; technology acceptance"
"FYY4763D","2020","Pretto, Niccoló; Micheloni, Edoardo; Gasparotto, Silvia; Fantozzi, Carlo; Poli, Giovanni De; Canazza, Sergio","Technology-enhanced interaction with cultural heritage: An antique pan flute from egypt","JOCCH","Antique Pan flute; enhancement of cultural heritage; interaction with digital artifact; multimedia installation; virtual model of musical instrument"
"87QY9XF5","2020","Hammady, Ramy; Ma, Minhua; Strathearn, Carl","Ambient information visualisation and visitors’ technology acceptance of mixed reality in museums","JOCCH","museum; storytelling; Mixed reality; ambient information visualisation; HMDs; Microsoft HoloLens; visitor acceptance"
"XV338ANU","2020","Shishido, Hidehiko; Kawasaki, Emi; Kawamura, Youhei; Matsui, Toshiya; Kitahara, Itaru","Accurate overlapping method of ultra-long interval time-lapse images for world heritage site investigation","JOCCH","3D modeling; 3D reconstruction; image-based modeling; Angkor ruins; synthesis homography; time-lapse imagery; World Heritage site"
